48152-2XL,0,2,0,0
49211-L,152,2,0,1
49214-XL,1,2,0,1
49214-2XL,1,2,0,1
49316-36,4,2,0,1
49316-50,1,2,0,1
50110-M,1,2,0,1
51004-134,10,2,0,1
51117-44,58,2,0,1
51117-46,18,2,0,1
51119-38,89,2,0,1
51119-44,42,2,0,1
51517-52,15,2,0,1
51991-46,21,2,0,1
51993-34,1,2,0,1
52029-42,22,2,0,1
52173-40,2,2,0,1
52560-44,53,2,0,1
52561-44,125,2,0,1
52661-38,25,2,0,1
52663-38,0,2,0,0
53027-M,95,2,0,1
53250-2XL,1,2,0,1
53256-L,1,2,0,1
54715-2XL,0,2,0,0
54760-44,0,2,0,0
54761-52,0,2,0,0
55321-3XL,0,2,0,0
55641-36,41,2,0,1
55663-XL,215,2,0,1
57110-34,1,2,0,1
57114-38,17,2,0,1
57193-XL,7,2,0,1
57195-3XL,1,2,0,1
57203-S,11,2,0,1
57212-36,2,2,0,1
57608-54,6,2,0,1
57609-54,14,2,0,1
57780-36,2,2,0,1
57781-10C,0,2,0,0
57781-15F,0,2,0,0
57781-70D,0,2,0,0
57781-95D,0,2,0,0
57783-42,1,2,0,1
57786-44,1,2,0,1
57786-52,2,2,0,1
57824-S,6,2,0,1
57913-48,231,2,0,1
58230-38,1,2,0,1
58235-40,65,2,0,1
58725-42,1,2,0,1
58797-52,22,2,0,1
58798-42,86,2,0,1
59111-M,0,2,0,0
59408-XL,82,2,0,1
60309-40,53,2,0,1
60522-XL,146,2,0,1
61399-2XL,6,2,0,1
62244-M,17,2,0,1
62245-2XL,2,2,0,1
62246-3XL,0,2,0,0
62452-134,34,2,0,1
62457-146,40,2,0,1
62458-116,22,2,0,1
62460-116,25,2,0,1
62973-110,10,2,0,1
62974-134,1,2,0,1
62975-98,2,2,0,1
63071-128,46,2,0,1
63071-158,24,2,0,1
63075-104,3,2,0,1
63075-110,31,2,0,1
63081-XL,4,2,0,1
63364-46,2,2,0,1
63365-48,1,2,0,1
63414-36,18,2,0,1
63514-M,0,2,0,0
64320-42,32,2,0,1
64710-44,1,2,0,1
65901-38,25,2,0,1
66758-L,108,2,0,1
66758-XL,11,2,0,1
67074-98,4,2,0,1
69194-S,-3,2,0,0
69466-38,2,2,0,1
70225-86,1,2,0,1
70226-86,2,2,0,1
70346-3XL,59,2,0,1
70356-50,20,2,0,1
70626-XL,1,2,0,1
70629-L,0,2,0,0
71179-M,21,2,0,1
71710-XL,0,2,0,0
72089-48,0,2,0,0
72090-48,4,2,0,1
72708-52,15,2,0,1
73225-128,4,2,0,1
73228-104,1,2,0,1
73229-104,1,2,0,1
74492-2XL,250,2,0,1
75053-38,1,2,0,1
75075-40,113,2,0,1
75213-40,0,2,0,0
75213-41,0,2,0,0
75244-38,0,2,0,0
75245-38,20,2,0,1
75249-39,5,2,0,1
75256-37,3,2,0,1
75828-40,28,2,0,1
75999-33,14,2,0,1
76144-,81,2,0,1
76252-,1169,2,0,1
76255-75,33,2,0,1
76321-52,89,2,0,1
76322-55,136,2,0,1
76377-,111,2,0,1
76380-,133,2,0,1
76389-,283,2,0,1
76415-,100,2,0,1
76418-52,42,2,0,1
76443-,427,2,0,1
76445-,1,2,0,1
76577-,288,2,0,1
76583-,220,2,0,1
76584-,22,2,0,1
76612-,176,2,0,1
76620-,425,2,0,1
76679-,268,2,0,1
76706-,80,2,0,1
76774-,3,2,0,1
76828-,346,2,0,1
78138-38,24,2,0,1
78149-40,95,2,0,1
78175-48,57,2,0,1
78175-50,44,2,0,1
78176-52,1,2,0,1
78208-34,22,2,0,1
78211-54,1,2,0,1
78283-M,8,2,0,1
78318-36,12,2,0,1
78352-44,43,2,0,1
81824-85C,58,2,0,1
88553-80E,0,2,0,0
88553-85C,35,2,0,1
88553-90D,0,2,0,0
98565-S,28,2,0,1
