6669,03724,122S_06_03_V041_SHP.jpg
6690,03843,"empty OriginalFilename tag"
6689,03789,"empty OriginalFilename tag"
6694,12508,21204_006694_03_A_1110.jpg
6694,12508,21204_006694_03_C_1110.jpg
6691,03897,"empty OriginalFilename tag"
6688,03735,"empty OriginalFilename tag"
6172,34012,132P_07_04_V058.jpg
6172,34012,132P_07_03_V010.jpg
6172,34012,132P_07_02_V046.jpg
6873,23203,131G_02_01_V156_pige.jpg
7325,12456,"131G_04 _01_V041.jpg"
7353,76579,"131G_04 _01_V041.jpg"
7350,76619,"131G_04 _01_V041.jpg"
7378,76586,131G_02_01_V156_pige.jpg
6802,19600,13206_006802_02_A_7006.jpg
6861,28105,131G_02_01_V156_pige.jpg
6850,23154,131G_02_01_V156_pige.jpg
6832,28102,131G_02_01_V156_pige.jpg
7032,30724,"empty OriginalFilename tag"
7032,30724,"empty OriginalFilename tag"
7032,30724,"empty OriginalFilename tag"
7032,30724,"empty OriginalFilename tag"
6793,42509,"131G_04 _01_V041.jpg"
6804,42280,"131G_04 _01_V041.jpg"
6795,23168,"131G_04 _01_V041.jpg"
7053,24790,131G_02_01_V156_pige.jpg
2307,07728,"empty OriginalFilename tag"
7052,76817,131B_09_05_V016.jpg
7087,46531,131B_ALT_49_V020.jpg
7079,46529,131B_ALT_54_V020.jpg
7096,63426,131B_ALT_29_V009.jpg
7095,57202,131B_ALT_34_V012.jpg
7094,69178,131B_ALT_17_V036.jpg
7118,13876,13214_007118_03_A_8005.jpg
7118,13876,132H_35_01_V144.jpg
7119,38179,131B_ALT_18_V017.jpg
7121,49316,131B_ALT_20_V009.jpg
7121,49316,131B_ALT_57_V026.jpg
7137,52660,131B_ALT_35_V033.jpg
7140,64710,131B_ALT_49_V020.jpg
7140,64710,131B_ALT_52_V017.jpg
7140,64709,131B_ALT_49_V020.jpg
7140,64709,131B_ALT_52_V017.jpg
7142,67014,131B_ALT_03_V053.jpg
7167,37066,131B_09_05_V016.jpg
7167,37066,131H_13_04_V026.jpg
7167,37066,131B_ALT_25_V015.jpg
7167,37066,131B_ALT_04_V005.jpg
7166,37069,"empty OriginalFilename tag"
7166,37069,132H_41_03_V003.jpg
7166,37069,132H_40_01_V008.jpg
7166,37067,131B_ALT_16_V020.jpg
7155,46536,131B_FOR_03_V220.jpg
7157,49329,132M_OE_05_V114.jpg
7157,49329,132M_20_03_V054.jpg
7157,49329,"empty OriginalFilename tag"
7157,49329,"empty OriginalFilename tag"
7157,49329,132H_35_03_V082.jpg
7157,49329,132H_28_01_V040.jpg
7157,49329,132M_02_01_V023.jpg
7157,49329,132M_18_03_V051.jpg
7157,49330,"empty OriginalFilename tag"
7157,49330,"empty OriginalFilename tag"
7157,49330,132B_ALT_02_V010.jpg
7157,49213,"empty OriginalFilename tag"
7157,49213,"empty OriginalFilename tag"
7157,49213,"empty OriginalFilename tag"
7157,49213,"empty OriginalFilename tag"
7157,49213,"empty OriginalFilename tag"
7157,49213,132H_33_01_V049.jpg
7157,49213,132H_33_02_V072.jpg
7157,49213,132H_17_01_V097.jpg
7157,49213,132H_20_02_V044.jpg
7157,49213,132M_21_01_V079.jpg
7157,49213,132M_21_04_V052.jpg
