2944,23056,"empty OriginalFilename tag"
2945,11501,"empty OriginalFilename tag"
2945,11501,112T_ALT_08_V010_ISO39.jpg
3917,54301,"empty OriginalFilename tag"
3917,54301,112D_ALT_27_V031_ISO39.jpg
3929,23043,121D_JEANS_V019_PSR.jpg
3929,23043,121D_01_02_V060_PSR.jpg
3929,23043,121D_4A_01_V040_PSR.jpg
3950,25509,"empty OriginalFilename tag"
3950,25508,11206_003950_02_A_6005.jpg
3951,30202,11206_003951_02_A_4001.jpg
3956,14027,"empty OriginalFilename tag"
3997,12405,"empty OriginalFilename tag"
4262,22135,BASIC_004262_02_A_0001_PSR.jpg
4262,27645,"empty OriginalFilename tag"
4262,27645,"empty OriginalFilename tag"
4262,27645,"empty OriginalFilename tag"
4262,27645,"empty OriginalFilename tag"
4262,27644,"empty OriginalFilename tag"
4262,22186,"empty OriginalFilename tag"
4262,22186,"empty OriginalFilename tag"
4262,22186,"empty OriginalFilename tag"
4262,22186,"empty OriginalFilename tag"
4262,22186,"empty OriginalFilename tag"
4262,22184,"empty OriginalFilename tag"
4262,22184,"empty OriginalFilename tag"
4262,22184,"empty OriginalFilename tag"
4262,22183,"empty OriginalFilename tag"
4262,22146,4262.jpg
4262,22145,4262.jpg
4266,22159,121G_01_02_V012.jpg
4266,22161,121G_01_02_V012.jpg
4266,22162,121G_01_02_V012.jpg
4266,22160,121G_01_02_V012.jpg
4266,22142,121G_01_02_V012.jpg
4267,15301,BASIC_004267_02_A_8005_PSR.jpg
4267,15301,121D_02_02_V005_PSR.jpg
4267,15301,121D_05_04_V067_PSR.jpg
4267,15301,"empty OriginalFilename tag"
4267,15301,"empty OriginalFilename tag"
4267,15301,112D_OPSL_3B_01_V005.jpg
4267,15301,121D_02_01_V057_PSR.jpg
4267,15300,BASIC_004267_02_A_0001_PSR.jpg
4267,15300,121D_02_02_V005_PSR.jpg
4267,15300,121D_05_04_V067_PSR.jpg
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,"empty OriginalFilename tag"
4267,15300,112D_OPSL_3B_01_V005.jpg
4267,15300,121D_02_01_V057_PSR.jpg
4268,15302,BASIC_004268_02_A_0001_PSR.jpg
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4268,15302,"empty OriginalFilename tag"
4447,76313,BASIC_004447_02_A_0002_PSR.jpg
4447,76627,"empty OriginalFilename tag"
4447,76627,"empty OriginalFilename tag"
4447,76627,"empty OriginalFilename tag"
4447,76627,"empty OriginalFilename tag"
4447,76627,"empty OriginalFilename tag"
4447,76628,"empty OriginalFilename tag"
4447,76628,"empty OriginalFilename tag"
461,98565,132H_02_02_V044.jpg
461,98565,132H_09_01_V046.jpg
461,98565,132H_09_03_V018.jpg
461,98565,"empty OriginalFilename tag"
461,98565,"empty OriginalFilename tag"
