142055,24702,01202_002800_09_A_0001_PSR.jpg,0,packshots,1
142056,24702,01202_002800_09_A_0001_PSR.jpg,1,packshots,1
142057,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142057,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142058,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142058,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142059,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142059,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142060,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142060,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142061,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142061,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142062,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142062,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142063,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142063,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142064,32433,11206_002923_02_A_7083_PSR.jpg,0,packshots,1
142064,31088,112G_04_02_V049_PSR.jpg,0,modelshots,0
142065,32433,11206_002923_02_A_7083_PSR.jpg,1,packshots,1
142065,31088,112G_04_02_V049_PSR.jpg,1,modelshots,0
142066,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142066,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142066,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142066,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142066,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142067,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142067,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142067,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142067,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142067,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142068,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142068,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142068,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142068,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142068,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142069,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142069,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142069,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142069,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142069,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142070,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142070,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142070,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142070,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142070,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142071,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142071,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142071,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142071,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142071,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142072,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142072,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142072,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142072,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142072,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142073,31431,112D_04_02_V030_PSR.jpg,0,modelshots,0
142073,31428,112D_04B_02_V012_PSR.jpg,0,modelshots,0
142073,31500,112D_OPSL_4B_02_V012.jpg,0,modelshots,0
142073,31472,112D_ALT_30_V028.jpg,0,modelshots,0
142073,32434,11206_002944_02_A_4142_PSR.jpg,0,packshots,1
142074,31431,112D_04_02_V030_PSR.jpg,1,modelshots,0
142074,31428,112D_04B_02_V012_PSR.jpg,1,modelshots,0
142074,31500,112D_OPSL_4B_02_V012.jpg,1,modelshots,0
142074,31472,112D_ALT_30_V028.jpg,1,modelshots,0
142074,32434,11206_002944_02_A_4142_PSR.jpg,1,packshots,1
142075,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142075,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142075,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142075,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142076,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142076,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142076,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142076,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142077,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142077,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142077,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142077,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142078,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142078,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142078,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142078,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142079,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142079,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142079,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142079,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142080,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142080,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142080,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142080,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142081,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142081,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142081,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142081,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142082,31466,112D_ALT_24_V029.jpg,0,modelshots,0
142082,33203,112D_01_02_V052_PSR.jpg,0,modelshots,0
142082,32024,112T_ALT_08_V010.jpg,0,modelshots,0
142082,33365,11206_002945_02_A_8004_PSR.jpg,0,packshots,1
142083,31466,112D_ALT_24_V029.jpg,1,modelshots,0
